Critical Spares,D2,4908L,K640388B0001,"CPI Codan , 8 Watt, Ku-Band BUC",Speedcast GSI Gov,In-House,MARYLAND SPARES,9/2/2020,Ed Lapasota
Critical Spares,D2,4908L,K640388B0002,"CPI Codan , 8 Watt, Ku-Band BUC",Speedcast GSI Gov,In-House,MARYLAND SPARES,9/2/2020,Ed Lapasota
Critical Spares,E2,4710l-W/S-DC/EX-NI,K140718A0009,"CPI Codan, 10 Watt, C-Band BUC",Speedcast GSI Gov,In-House,Shipped to EYW 03.11.20,9/2/2020,Ed Lapasota
Critical Spares,E2,4710l-W/S-DC/EX-NI,K140718A0011,"CPI Codan, 10 Watt, C-Band BUC",Speedcast GSI Gov,In-House,In-House ,9/2/2020,Ed Lapasota
Critical Spares,E2,4710l-W/S-DC/EX-NI,K140718A0013,"CPI Codan, 10 Watt, C-Band BUC",Speedcast GSI Gov,On-Site,Shipped to EYW 03.11.20,9/2/2020,Ed Lapasota
Critical Spares,E2,4710l-W/S-DC/EX-NI,J340718A0002,"CPI Codan, 10 Watt, C-Band BUC",Speedcast GSI Gov,In-Repair,Unit returned to vendor - RMA 41319,9/2/2020,Ed Lapasota
Critical Spares,E2,4710l-W/S-DC/EX-NI,J340388B0009,"CPI Codan, 10 Watt, C-Band BUC",Unknown,In-House,Unit in house - LOCATE BUC?????,9/2/2020,Ed Lapasota
Critical Spares,E2,4710l-W/S-DC/EX-NI,J340718A0008,"CPI Codan, 10 Watt, C-Band BUC",Speedcast GSI Gov,In-Repair,units being returned to CPI to incorporate latest REVISIONS - Fault   RMA 41322,9/2/2020,Ed Lapasota
Critical Spares,E2,4710l-W/S-DC/EX-NI,F740718A0001,"CPI Codan, 10 Watt, C-Band BUC",Speedcast GSI Gov,In-Repair,units being returned to CPI to incorporate latest REVISIONS - Fault - RMA 41318,9/2/2020,Ed Lapasota
Critical Spares,E2,4710l-W/S-DC/EX-NI,J340718A0007,"CPI Codan, 10 Watt, C-Band BUC",Speedcast GSI Gov,In-Repair,Broken DC Conector   RMA 41321,9/2/2020,Ed Lapasota
Critical Spares,E2,4710l-W/S-DC/EX-NI,J340718A0003,"CPI Codan, 10 Watt, C-Band BUC",Speedcast GSI Gov,In-Repair,units being returned to CPI to incorporate latest REVISIONS - Fault   RMA 41320,9/2/2020,Ed Lapasota
Critical Spares,E2,4710l-W/S-DC/EX-NI,K840718A0002,"CPI Codan, 10 Watt, C-Band BUC",Speedcast GSI Gov,In-House,In House 05.15.20,9/2/2020,Ed Lapasota
Critical Spares,,4710l-W/S-DC/EX-NI,K140388B0019,"CPI Codan, 10 Watt, C-Band BUC",Speedcast GSI Gov,In-Repair,Unit returned to vendor - RMA 41323,9/2/2020,Ed Lapasota
Critical Spares,E2,4710l-W/S-DC/EX-NI,K840718A0001,"CPI Codan, 10 Watt, C-Band BUC",Speedcast GSI Gov,In-House,Unit in house | In House 05.15.20,9/2/2020,Ed Lapasota
Critical Spares,E2,,210698-05011,603 MFG CBAND AND KU HARNESS,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,E2,,L204196-1,STD C-Band and vBUCs Harness Rev B,Speedcast GSI Gov,In-House,1 Shipped to CTY on 2/4/19.  3 Units in house,9/2/2020,Ed Lapasota
Critical Spares,E2,,L204195-1,4 WATT KU-BAND BUC HARNESS,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,F2,,DDH010-31015,"DTH Dehydrator, Disposable 115VAC",Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,G1,,EDH-5,"EDH Pole Mount Dehydrator, 115VAC",Speedcast GSI Gov,In-House,,9/2/2020,Ed Lapasota
Critical Spares,G1,,96,"EDH Pole Mount Dehydrator, 115VAC",Speedcast GSI Gov,In-House,,9/2/2020,Ed Lapasota
Critical Spares,G1,,99,"EDH Pole Mount Dehydrator, 115VAC",Speedcast GSI Gov,In-House,,9/2/2020,Ed Lapasota
Critical Spares,G1,,108,"EDH Pole Mount Dehydrator, 115VAC",Speedcast GSI Gov,In-House,,9/2/2020,Ed Lapasota
Critical Spares,G1,,124,"EDH Pole Mount Dehydrator, 115VAC",Speedcast GSI Gov,In-House,,9/2/2020,Ed Lapasota
Critical Spares,G1,,127,"EDH Pole Mount Dehydrator, 115VAC",Speedcast GSI Gov,In-House,,9/2/2020,Ed Lapasota
Critical Spares,G1,,128,"EDH Pole Mount Dehydrator, 115VAC",Speedcast GSI Gov,In-House,,9/2/2020,Ed Lapasota
Critical Spares,G1,,129,"EDH Pole Mount Dehydrator, 115VAC",Speedcast GSI Gov,In-House,,9/2/2020,Ed Lapasota
Critical Spares,G1,,130,"EDH Pole Mount Dehydrator, 115VAC",Unknown,Missing,MISSING DESICCANT BOTTLE 09.02.20 |,9/2/2020,Ed Lapasota
Critical Spares,G1,,131,"EDH Pole Mount Dehydrator, 115VAC",Unknown,Missing,,9/2/2020,Ed Lapasota
Critical Spares,G1,,132,"EDH Pole Mount Dehydrator, 115VAC",Unknown,In-House,MISSING DESICCANT BOTTLE 09.02.20 |,9/2/2020,Ed Lapasota
Critical Spares,F1,SD003 UV,,KU desiccant Bottle,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,NA,18138PKG,,Replacement desiccant field replacable,Speedcast GSI Gov,Obsolete,"Obsolete, not required",9/2/2020,Ed Lapasota
Critical Spares,N3,SRTA2200RMXLA,,"UPS, Rack Mount",Speedcast GSI Gov,In-House,,9/2/2020,Ed Lapasota
Critical Spares,N3,SRTA2200RMXLA,AS1849292730,"UPS, Rack Mount",Speedcast GSI Gov,In-House,Unit in test bed EQ#3,9/2/2020,Ed Lapasota
Critical Spares,N3,SRTA2200RMXLA,AS1922290715,"UPS, Rack Mount",ZBV,In-Shipping,Unit in test rack warehouse | Shipping to ZBV 8/11/20 | ,9/2/2020,Ed Lapasota
Critical Spares,N3,SRTA2200RMXLA,AS1923390781,"UPS, Rack Mount",Speedcast GSI Gov,In-House,Unit in test rack warehouse | ,9/2/2020,Ed Lapasota
Critical Spares,N3,SRTA2200RMXLA,AS1923390776,"UPS, Rack Mount",BHF,On-Site,Shipped to BHF - Alan Danvers 01.23.20,9/2/2020,Ed Lapasota
Critical Spares,N3,SRTA2200RMXLA,AS1916201304,"UPS, Rack Mount",Unknown,Missing,Unit in house (To be located),9/2/2020,Ed Lapasota
Critical Spares,N3,SRTA2200RMXLA,AS1916L01246,"UPS, Rack Mount",Unknown,Missing,Unit in house (To be located),9/2/2020,Ed Lapasota
Critical Spares,N3,SRTA2200RMXLA,AS1911L02204,"UPS, Rack Mount",Unknown,Missing,Unit in house (To be located),9/2/2020,Ed Lapasota
Critical Spares,N3,SRTA2200RMXLA,AS10911L2152,"UPS, Rack Mount",Unknown,Missing,Unit in house (To be located),9/2/2020,Ed Lapasota
Critical Spares,N3,SRTA2200RMXLA,AS1839253762,"UPS, Rack Mount",Speedcast GSI Gov,In-House,Labeled Fly Away  (SRT750 Series),9/2/2020,Ed Lapasota
Critical Spares,N3,SRTA2200RMXLA,AS1849292732,"UPS, Rack Mount",Speedcast GSI Gov,In-House,"Spare| Failed unit, received ""Fan Not Working"" Staged for RTV 8/11/20 |",9/2/2020,Ed Lapasota
Critical Spares,E1,0800-2444 WR137,,C Band rx/tx feed,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,E2,7898D,,AIRCRAFT WARNING FILTER,Speedcast GSI Gov,In-House,Unit in house - OLD (USED) 09.02.20 |,9/2/2020,Ed Lapasota
Critical Spares,D4,GSI manufactured,,Complete k/u feed assembly,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,D4,#0800-1789,,Ku-band rx/tx cross pol feed only ,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,E4,GSI manufactured,,Complete c-band feed assembly,Speedcast GSI Gov,In-House,Unit in house | Awaiting parts to complete 2 feed builds 09.02.20 |,9/2/2020,Ed Lapasota
Critical Spares,D3,1507HAN (HS1057AN),,K/U LNB's ,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,E3,3120N,,C-Band LNB 5 KHZ,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,E3,,,De-ICE Material consisting of:,Speedcast GSI Gov,In-House,,9/2/2020,Ed Lapasota
Critical Spares,F2,,d1995 120 ,vac moisture grid,Speedcast GSI Gov,In-House,Unit in house 09.02.20 |,9/2/2020,Ed Lapasota
Critical Spares,F2,,e1631 l-180f ,snap disc,Speedcast GSI Gov,In-House,Unit in house 09.02.20 |,9/2/2020,Ed Lapasota
Critical Spares,F2,,e1635 l-135s ,snap disc,Speedcast GSI Gov,In-House,Unit in house 09.02.20 |,9/2/2020,Ed Lapasota
Critical Spares,F2,,e1645 f-45 ,snap disc,Speedcast GSI Gov,In-House,Unit in house 09.02.20 |,9/2/2020,Ed Lapasota
Critical Spares,F2,,,Thermistor,Speedcast GSI Gov,In-House,Unit in house 09.02.20 |,9/2/2020,Ed Lapasota
Critical Spares,F2,,,Feed Heater Element,Speedcast GSI Gov,In-House,Unit in house 09.02.20 |,9/2/2020,Ed Lapasota
Critical Spares,F2,,Allen Bradely C23 Switch 100-SB10,Contactor & Switch,Speedcast GSI Gov,In-House,unit in house ,9/2/2020,Ed Lapasota
Critical Spares,F3,,d1090 dp-7ss ,remote control unit with power supply,Speedcast GSI Gov,In-House,"Unit in house | 4 Old with AC molex Pin, 4 New with AC connector 09.02.20 |",9/2/2020,Ed Lapasota
Critical Spares,F2,,,4kw electric heater system,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,n/a,,M7036,6 inch de-ice ducting kit,GNSC,In-House,material in house stored in GNSC warehouse,9/2/2020,Ed Lapasota
Critical Spares,n/a,,M7037,7 inch de-ice ducting kit,GNSC,In-House,material in house stoted in GNSC warehouse,9/2/2020,Ed Lapasota
Critical Spares,n/a,,n/a,Refurbished 2.4m Gore Tex Snow shields,Speedcast GSI Gov,In-House,to be recycled at a later date,9/2/2020,Ed Lapasota
Critical Spares,n/a,,n/a,2.4m Passive snow shield cover,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,n/a,,,2.4M VERTEX FEED,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
Critical Spares,n/a,,n/a,2.4m ku band feed horn cover,Speedcast GSI Gov,In-House,Unit in house,9/2/2020,Ed Lapasota
